handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_263471a1-4d5e-db53-7bca-f97670b0950f,Product,Speziato,<p>&nbsp;</p>,81441e_11d8302a55c347ea8ea84eba68fac762~mv2.jpg;fa1d60_7a51eaf74e9940a89c59aa2c871e3584~mv2.jpg;fa1d60_75e8df3f195b4e579c9af8947681ef81~mv2.jpg,Án Alcohol;VINUCI;All collections,,0% ALC,2499.0,,false,PERCENT,20.0,0,0.9,,,,,,,,,,,,,,,,,,,,UM VINUCI,"<p>Vinuci er nýr ítalskur framleiðandi sem framleiðir áfengislaust léttvín úr bestu fáanlegu hráefnum. Vínin frá&nbsp;Vinuci eru framleidd með nýrri tækni þar sem áfengið er látið gufa upp úr víninu undir lofttæmi. Með þessari nýju tækni tækni&nbsp;tekst að halda ná áfenginu úr víninu án þess að hafa áhrif á bragðgæði.</p>
",DESCRIPTION,"<p>Our WINTER GLOW with mulled wine spices&nbsp; keeps the promise and shows deep dark purple color with lush scent of red wine and winter spices, like cherry, clove, cinnamon, cardamom and anise. It is a full-bodied typical mulled wine with a soft, velvety texture, warm and mild in the finish. Heat gently, do not boil, serve hot! Or reinvent it serving it COLD!</p>
",RECOMMENDED,"<p>Winter Glow is perfect during cold winters and Cristmas time but also greate with a variety of food. It is both sweet and spicy and can be served either gently heated or cold.</p>
",HIGHLIGHTS,"<p><strong>Grapes: A variety of grapes.</strong></p>

<p>Production Area: Germany</p>

<p>Serve at: 6-8C</p>

<p>Alc. &lt;0,5% VOL</p>

<p>ml. 750</p>
",,,,,,,,,,,
product_3565095a-2895-2c7a-3a4b-6a069d77f01a,Product,Floreale Sparkling Rosé,<p>&nbsp;</p>,8d480d_59575a6986ce4d8fbd0418dfc23af267~mv2.png;8d480d_8c533a2d88764dbd917368601d5fc5b7~mv2.jpg,Án Alcohol;VINUCI;All collections,,0% ALC,1790.0,,true,PERCENT,0.0,InStock,0.9,990.0,,,,,,,,,,,,,,,,,,,UM VINUCI,"<p>Vinuci er nýr ítalskur framleiðandi sem framleiðir áfengislaust léttvín úr bestu fáanlegu hráefnum. Vínin frá&nbsp;Vinuci eru framleidd með nýrri tækni þar sem áfengið er látið gufa upp úr víninu undir lofttæmi. Með þessari nýju tækni tekst að halda ná áfenginu úr víninu án þess að hafa áhrif á bragðgæði.</p>
",DESCRIPTION,"<p>Our Sparkling Rosè brings a mild and delicately fragrant with a fresh, fruity taste and more finely nuanced, with flowers and red berries. An easy drinking wine that’s refreshing on hot days. Best served well chilled (approx. 6° to 8° C)</p>
",RECOMMENDED,"<p>From rich, meat-heavy meals to lighter vegetarian or vegan options, this pink sparkling wine has acidic qualities that complement a variety of meals.</p>
",HIGHLIGHTS,"<p>Serve at: 6-8C</p>

<p>Alc. &lt;0,5% VOL</p>

<p>ml. 750</p>
",,,,,,,,,,,
product_2c744318-55db-61c6-67d7-8f6f9b5a8625,Product,Fruttato Sauvignon Blanc,<p>&nbsp;</p>,fa1d60_8b07fe4a0dcf47068a6509fb038cb3de~mv2.png;fa1d60_29a229727c0e4a33b23a418908a0088e~mv2.png,Án Alcohol;VINUCI;All collections,,0% ALC,1790.0,,false,PERCENT,0.0,OutOfStock,0.9,,,,,,,,,,,,,,,,,,,,UM VINUCI,"<p>Vinuci er nýr ítalskur framleiðandi sem framleiðir áfengislaust léttvín úr bestu fáanlegu hráefnum. Vínin frá&nbsp;Vinuci eru framleidd með nýrri tækni þar sem áfengið er látið gufa upp úr víninu undir lofttæmi. Með þessari nýju tækni tækni&nbsp;tekst að halda ná áfenginu úr víninu án þess að hafa áhrif á bragðgæði.</p>
",DESCRIPTION,"<p>Our Sauvignon Blanc with its bold herbaceous aromas of lime, grapefruit and gooseberry is made up of a unique combination of color, flavors, aromas, and structure. These flavors come from aromatic compounds called pyrazines and are the secret to it’s outstanding taste.&nbsp;Best served well chilled (approx. 6° to 8° C)</p>
",RECOMMENDED,"<p>This is a dry refreshing white wine making it the perfect wine to enjoy on a hot, sunny day. It pairs well with seafood and white meat that are lightly seasoned and is a good companion for cheese.&nbsp;</p>
",HIGHLIGHTS,"<p><strong>Grapes: Sauvignon Blanc</strong></p>

<p>Serve at: 6-8C</p>

<p>Alc. &lt;0,5% VOL</p>

<p>ml. 750</p>
",,,,,,,,,,,
product_17f6226f-866d-4bb3-eed8-23a6efb909a5,Product,Deciso Riesling,<p>&nbsp;</p>,8d480d_bdab2afa761a4eb594eb2daab1769f00~mv2.png;8d480d_660b5647a2dd4416b50a7a49f187f1ec~mv2.png,Án Alcohol;VINUCI;All collections,,0% ALC,1790.0,,true,PERCENT,0.0,InStock,0.9,,,,,,,,,,,,,,,,,,,,UM VINUCI,"<p>Vinuci er nýr ítalskur framleiðandi sem framleiðir áfengislaust léttvín úr bestu fáanlegu hráefnum. Vínin frá&nbsp;Vinuci eru framleidd með nýrri tækni þar sem áfengið er látið gufa upp úr víninu undir lofttæmi. Með þessari nýju tækni tekst að halda ná áfenginu úr víninu án þess að hafa áhrif á bragðgæði.</p>
",DESCRIPTION,"<p>Our dry Riesling, carefully selected from the best wineries in the wine growing regions in Germany, charms the palate with delicate fruits, a balanced interplay of sweetness and acidity, and a fine minerality. An aromatic, deliciously refreshing wine that tastes like the nectar of apples, apricots, peaches and a hint of honeycomb. Best served well chilled (approx. 6° to 8° C)</p>
",RECOMMENDED,"<p>An uncomplicated, everyday pleasure, our Riesling pairs well with all food types.</p>
",HIGHLIGHTS,"<p><strong>Grapes: Riesling</strong></p>

<p>Serve at: 6-8C</p>

<p>Alc. &lt;0,5% VOL</p>

<p>ml. 750</p>
",,,,,,,,,,,
product_cf135db3-2224-e394-b60b-bf12a76f4580,Product,Allegro Sparkling Riesling,<p>&nbsp;</p>,8d480d_aa956cde2ea34c4cb5eaab2a10c58d8d~mv2.png;8d480d_89c2f93abfab4378a2778024794694e7~mv2.png,Án Alcohol;VINUCI;All collections,,0% ALC,1790.0,,true,PERCENT,0.0,InStock,0.9,,,,,,,,,,,,,,,,,,,,UM VINUCI,"<p>Vinuci er nýr ítalskur framleiðandi sem framleiðir áfengislaust léttvín úr bestu fáanlegu hráefnum. Vínin frá&nbsp;Vinuci eru framleidd með nýrri tækni þar sem áfengið er látið gufa upp úr víninu undir lofttæmi. Með þessari nýju tækni tekst að halda ná áfenginu úr víninu án þess að hafa áhrif á bragðgæði.</p>
",DESCRIPTION,"<p>Our sparkling Riesling comes with intense aromas of peach and apricot underpinned with touches of citrus, pineapple, and minerality. With brilliant acidity and intense fruit flavors, our base wine Riesling is a variety that really lends itself to the production of sparkling wines.&nbsp;Best served well chilled (approx. 6° to 8° C)</p>
",RECOMMENDED,"<p>This versatile sparkling wine can be paired with many types of food from appetizers, to entrees to desserts.</p>
",HIGHLIGHTS,"<p><strong>Grapes: Riesling</strong></p>

<p>Serve at: 6-8C</p>

<p>Alc. &lt;0,5% VOL</p>

<p>ml. 750</p>
",,,,,,,,,,,
product_5a4e7c86-603f-b906-6859-3143269c1b15,Product,Cabernet Sauvignon 2018,<p>&nbsp;</p>,fa1d60_808478c2cc9f49479926cda1dfee8008~mv2.jpg,All collections;Hofstatter;Væntanleg Vín,,NÝTT,4099.0,,true,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>Deep, dark ruby. Dark spice and pleasant herbaceous notes open generously in the glass. Robust on the palate with spicy wood and sweet black fruit leading to a monumental finish underpinned by a remarkable tannin structure.</p>
",RECOMMENDED,"<p>Excellent with beef,&nbsp;lamb, game, and mature cheeses.</p>
",HIGLIGHTS,"<p><strong>Grapes: Cabernet Sauvignon</strong></p>

<p>PRODUCTION AREA: Trentino-Alto Adige</p>

<p>SERVE AT: 15-17°C</p>

<p>ALC. 13,5&nbsp;% VOL</p>

<p>ML. 750</p>
",,,,,,,,,,,,,
product_d2dd61a7-9fad-4208-b901-d419a7aa043f,Product,Merlot 2019,<p>&nbsp;</p>,fa1d60_bd64115c981e4c6887b2042654627bea~mv2.jpg,All collections;Hofstatter;Væntanleg Vín,,NÝTT,4099.0,,true,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>Intense ruby with an opaque core. Compact and concentrated with an opulent, warm array of aromas reminiscent of blackberry jelly and heather. On the palate the wine reveals vinous aromas combined with a firm, elegant tannic structure, moving on to a long, persistent finish.</p>
",RECOMMENDED,"<p>Excellent with grilled red meat and hearty, full flavoured dishes.</p>
",HIGLIGHTS,"<p><strong>Grapes: Merlot</strong></p>

<p>PRODUCTION AREA: Trentino-Alto Adige</p>

<p>SERVE AT: 15-17°C</p>

<p>ALC. 13,5&nbsp;% VOL</p>

<p>ML. 750</p>
",,,,,,,,,,,,,
product_747489b7-51cb-99f7-171a-37795a2cfb30,Product,"Pinot Nero ""Meczan"" 2019",<p>&nbsp;</p>,fa1d60_e267a6afc888455d9907ae03c43e8144~mv2.jpg,All collections;Hofstatter;Væntanleg Vín,,NÝTT,4099.0,,true,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>The Meczan Pinot Nero is distinguished by its unmistakable varietal character, its distinctive aroma and fruity character. The colour is bright ruby with garnet highlights. The refreshing, stimulating bouquet exudes seductive notes of wild forest berries and cherries. On the palate, the Meczan is harmonious, sappy and mellow with impressive fruit.</p>
",RECOMMENDED,"<p>Wild fowl, roasts, and pasta with meat sauces.</p>
",HIGLIGHTS,"<p><strong>Grapes: Pinot Noir</strong></p>

<p>PRODUCTION AREA: Trentino-Alto Adige</p>

<p>SERVE AT: 12-14°C</p>

<p>ALC. 12,5&nbsp;% VOL</p>

<p>ML. 750</p>
",,,,,,,,,,,,,
product_3027102e-0b61-4ce8-ca9f-6ab84627b02b,Product,PINOT GRIGIO,<p>&nbsp;</p>,fa1d60_9bc48f00d41c4b94a9385df348a79a50~mv2.png,All collections;Hofstatter;Væntanleg Vín,,NÝTT,3799.0,,true,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>Brilliant straw yellow. The multifaceted bouquet exhibits aromatic fruity aromas led by intense notes of juicy pear. Well structured on the palate with a superbly balanced play between pleasant spice, fruit and acidity.</p>
",RECOMMENDED,"<p>Food&nbsp;pairings</p>

<p>Pasta and fish appetisers.</p>
",HIGLIGHTS,"<p><strong>Grapes: Pinot Grigio</strong></p>

<p>PRODUCTION AREA: Alto Adige/Sudtirol DOC</p>

<p>SERVE AT: 8-10°C</p>

<p>ALC. 13,5% VOL</p>

<p>ML. 750</p>
",,,,,,,,,,,,,
product_ad375a82-4073-e87b-f965-68fe66fcbd28,Product,Valpolicella Classico Superiore Val 2017,<p>&nbsp;</p>,fa1d60_ec801bb25bbc43d3b10fe753e0889a21~mv2.png,All collections;Zymé;Væntanleg Vín,,uppselt,6599.0,,true,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>Intense ruby red, glycerine-rich.</p>

<p>Notes of ripe cherry, morello cherry, and semi-dried&nbsp;plum.</p>

<p>&nbsp;</p>

<p>Smooth&nbsp;and seductive, with an appealing sapidity and impressions of ripe&nbsp;fruit&nbsp;and spice.</p>

<p><strong>Recommended glass: B</strong>alloon-shaped</p>
",RECOMMENDED,"<p>Accompanies cold cuts, medium-aged cheeses, soups, and lighter meats.</p>
",HIGLIGHTS,"<p><strong>Grapes: Composed of 4&nbsp;different grapes:&nbsp;</strong>40% Corvina, 25% Rondinella, 30% Corvinone, 5% Oseleta</p>

<p>PRODUCTION AREA: Veneto&nbsp;</p>

<p>SERVE AT: 16-18°C</p>

<p>ALC. 13,5% VOL</p>

<p>ML. 750</p>
",,,,,,,,,,,,,
product_8b363377-ecea-d9db-7279-03c35a1cb32c,Product,Amarone della Valpolicella Classico 2015,<p>&nbsp;</p>,fa1d60_5c21cb06c76c4b6fa8188b78aef20468~mv2.png,All collections;Zymé;Væntanleg Vín,,uppselt,16799.0,,true,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>Intense ruby red, glycerine-rich, tending towards garnet with ageing.</p>

<p>Notes of ripe cherry and morello cherry, semi-dried&nbsp;plum, and spices.</p>

<p>Enters with appealing savouriness, mirroring the fragrances on the&nbsp;nose&nbsp;and adding&nbsp;fruit&nbsp;preserves; with ageing, the&nbsp;palate&nbsp;lengthens, off ering&nbsp;delicate&nbsp;impressions of pepper, black&nbsp;liquorice&nbsp;and cocoa powder.</p>

<p><strong>Recommended glass: B</strong>alloon-shaped</p>
",RECOMMENDED,"<p>At its best with roasts and boiled meats, aged cheeses such as Parmigiano Reggiano or Grana Padano. Enjoyed on its own or at meal’s end, it is superb.</p>
",HIGLIGHTS,"<p><strong>Grapes: Composed of 5&nbsp;different grapes:&nbsp;</strong>40% Corvina, 5% Croatina, 15% Rondinella, 30% Corvinone, 10% Oseleta</p>

<p>PRODUCTION AREA: Veneto&nbsp;</p>

<p>SERVE AT: 18-20°C</p>

<p>ALC. 15,5% VOL</p>

<p>ML. 750</p>
",,,,,,,,,,,,,
product_878458f4-ac1d-519d-c3e5-01b8333c93e9,Product,Harlequin Zymé 2011,<p>&nbsp;</p>,fa1d60_5e2860fb71c64b0ba0fb6299e76baa8a~mv2.png,All collections;Zymé;Rauðvín,,Hæstu gæði,42599.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>Bright ruby red with garnet hues. Dense and complex, rich in flowers and red fruit, with boisé and mineral notes. Juicy and full-bodied, smooth and well-balanced, very rich and complex, with fine tannins</p>

<p><strong>Recommended glass: B</strong>alloon-shaped</p>
",RECOMMENDED,"<p>Red Meat Stew,&nbsp;Pasta Bolognese,&nbsp;Roasted and Grilled Meat,&nbsp;Game and&nbsp;Aged Cheese</p>
",HIGLIGHTS,"<p><strong>Grapes: Composed of 17 diff erent grapes:&nbsp;</strong>Garganega, Trebbiano toscano, Sauvignon Blanc, Chardonnay, Corvina, Corvinone, Rondinella, Cabernet Sauvignon, Cabernet Franc, Merlot, Syraz, Teroldego, Croatina, Oseleta, Sangiovese, Marzemino</p>

<p>PRODUCTION AREA: Veneto IGT</p>

<p>SERVE AT: 18-20°C</p>

<p>ALC. 15,0% VOL</p>

<p>ML. 750</p>
",,,,,,,,,,,,,
product_c4b0db31-b3d3-33e3-79a0-7dead8e28e50,Product,Zyme Kairos 2017,<p>&nbsp;</p>,fa1d60_44f9177519fd410196b8fed138cc3cc3~mv2.png,All collections;Zymé;Rauðvín,,Vinsælt,11600.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>Luminous, with greenish and pale yellow highlights. Impressive glycerol-derived viscosity.</p>

<p>Delicate notes of spring wildfl owers, fruit, and country herbs; acacia, primrose, Golden Delicious apple, pink grapefruit, mint, vanilla, elderfl ower. Delicate and elegant, with perfectly-balanced aromatics<br>
<strong>Palate:&nbsp;</strong>seductive, rich, complex, tangy, minerally, very lengthy</p>

<p><strong>Recommended glass:&nbsp;</strong>tulip-or balloon-shaped stemmed glass</p>
",RECOMMENDED,"<p>Luminous,dense ruby red,with garnethig hlights as it ages. Glycerine-rich&nbsp;viscosity. A mosaic of&nbsp;fruit, blossoms, and&nbsp;earthy&nbsp;mineral, alternating with each other.&nbsp;An impression of enfolding richness and complexity. Fruit, spices, and higher alcohols alternate with fruit marmalade and forest floor, followed by pipe tobacco, cinnamon, nutmeg and clove, combining with a vein of minerality to put on display the tremendous depth of this wine. It concludes with great length and an appealing note of sweetness.</p>
",HIGLIGHTS,"<p><strong>Grapes: Composed of 15 diff erent grapes:&nbsp;</strong>Cabernet Franc, Cabernet Sauvignon, Chardonnay, Corvina, Croatina, Garganega, Marzemino, Merlot, Rondinella, Sangiovese, Sauvignon, Syrah, Teroldego, Trebbiano Toscano, Corvinone, Oseleta</p>

<p>PRODUCTION AREA: Veneto</p>

<p>SERVE AT: 10-12°C</p>

<p>ALC. 15,0% VOL</p>

<p>ML. 750</p>
",,,,,,,,,,,,,
product_7a6d8d01-0b95-ef27-7508-bdbb9e644809,Product,"ZYMÉ ""FROM BLACK TO WHITE"" IL BIANCO BIANCO VENETO IGP 2018",<p>&nbsp;</p>,fa1d60_b5ffcf0e122c40b4838fd9bfd56d6e15~mv2.png,All collections;Zymé;Væntanleg Vín,,uppselt,4999.0,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>Luminous, with greenish and pale yellow highlights. Impressive glycerol-derived viscosity.</p>

<p>Delicate notes of spring wildfl owers, fruit, and country herbs; acacia, primrose, Golden Delicious apple, pink grapefruit, mint, vanilla, elderfl ower. Delicate and elegant, with perfectly-balanced aromatics<br>
<strong>Palate:&nbsp;</strong>seductive, rich, complex, tangy, minerally, very lengthy</p>

<p><strong>Recommended glass:&nbsp;</strong>tulip-or balloon-shaped stemmed glass</p>
",RECOMMENDED,"<p>Excellent as an aperitif wine, it is delicious as well with shellfish, fish, risotto and asparagus, chard, and soups</p>
",HIGLIGHTS,"<p><strong>Grapes:&nbsp;</strong>60% Rondinella Bianca, 15% Gold Traminer, 15% Kerner, 10% Incrocio Manzoni</p>

<p>PRODUCTION AREA: Negrar, Illasi, Tregnago - Verona</p>

<p>SERVE AT: 10-12°C</p>

<p>ALC. 13,0% VOL</p>

<p>ML. 750</p>
",,,,,,,,,,,,,
product_da681633-3d9b-fd73-0471-4fa3c22eaf98,Product,LA BELLE Malvasia Terre di Chieti IGP,<p>&nbsp;</p>,fa1d60_bdd60f8b3f4d46d99c906f5f57e97133~mv2.png;fa1d60_ac6ebac7c7644a9eab356a693b6f8e0c~mv2.png,Lunaria Orsogna;Væntanleg Vín;All collections;Lífrænt  Ræktað,,Lífrænt ræktað,3099.0,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>Straw yellow color, intense nose with hints of grape, tropical fruit, flowers. Fresh and soft in the mouth, intense, fruity and fullbodied.</p>
",RECOMMENDED,"<p>Seafood, medium cured cheese, pasta dishes, white meats.</p>
",HIGLIGHTS,"<p>BIOLOGICAL</p>

<p>PRODUCTION AREA: Terre di Chieti IGP</p>

<p>SERVE AT: 11-12°C</p>

<p>ALC. 13,5% VOL</p>

<p>ML. 750</p>
",,,,,,,,,,,,,
product_b5d6ef1d-fc74-fad1-7b7f-b3c611b87117,Product,RUMINAT Primitivo Terre di Chieti IGP,<p>&nbsp;</p>,fa1d60_1982b382c935491f9cb3766d5a8cb6bb~mv2.png;fa1d60_e52d456680254d34812a81276d67fa90~mv2.png,Lunaria Orsogna;All collections;Lífrænt  Ræktað;Rauðvín,,Organic & Biodynamic,3190.0,,false,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>Bright ruby red color, in the nose plums, carobs, cherries. The palate is warm, fairly tannic, intense, with a red fruit jam finish.</p>
",RECOMMENDED,"<p>Salami dishes, pastadishes with tomatosauce, meats.</p>
",HIGLIGHTS,"<p>BIOLOGICAL</p>

<p>GRAPE VARIETY: Primitivo minimum 85%</p>

<p>PRODUCTION AREA: Terre di Chieti IGP</p>

<p>SERVE AT: 16-18°C</p>

<p>ALC. 14% VOL</p>

<p>ML. 750</p>
",,,,,,,,,,,,,
product_11e93923-796e-21e9-f9da-c35f0fc416e8,Product,Coste di moro montepulciano d’abruzzo,<p>&nbsp;</p>,fa1d60_514ebc32e29147f29d0fc866c176742c~mv2.png;fa1d60_84903f7641634a7d957aecdcd63274ce~mv2.png,Lunaria Orsogna;Væntanleg Vín;All collections;Lífrænt  Ræktað,,Lífrænt ræktað,3199.0,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>Impenetrable ruby redcolor, the nose isintense of red fruit andblack cherry jam, lightnotes of cocoa andtoasted complete itsbouquet. The palate iswarm, fairly tannic, soft,intense, with the typical almond finish.</p>
",RECOMMENDED,"<p>Cured meats (ham,salami etc.), grilled andbaked meats,pastadishes with veryelaborated sauces.</p>
",HIGLIGHTS,"<p>BIOLOGICAL</p>

<p>PRODUCTION AREA: Montepulciano</p>

<p>SERVE AT: 16-18°C</p>

<p>ALC. 14% VOL</p>

<p>ML. 750</p>
",,,,,,,,,,,,,
product_8f02b8a9-3bfa-a39c-52e7-dc2896c1ab25,Product,Coste di moro montepulciano d’abruzzo RISERVA,<p>&nbsp;</p>,fa1d60_f46eb93237d6443e89d46a9b56d42fc1~mv2.png;fa1d60_4dc48ecb368b4833904518f3b412fdfc~mv2.png,Lunaria Orsogna;All collections;Lífrænt  Ræktað;Rauðvín,,Organic & Biodynamic,3390.0,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>Bright ruby color with tawny edges. Pronounced floral and spicy nose. Warm and soft mouth feel with sweet and light tannins, long and pleasant finish with off dry feel.</p>
",RECOMMENDED,"<p>Very versatile thanks to its rich, soft and pleasant moth feel.<br>
Particulary good when pairing with charcuterie, grilled meat and tasty italian pastas.</p>
",HIGLIGHTS,"<p>GRAPE VARIETY: Montepulciano 100%</p>

<p>PRODUCTION AREA: Montepulciano</p>

<p>SERVE AT: 12-14°C</p>

<p>ALC. 14,5% VOL</p>

<p>ML. 750</p>
",,,,,,,,,,,,,
product_fa7e6472-4bd4-2833-d0c6-2ad3d016b414,Product,PINOT NERO I.G.T.,<p>&nbsp;</p>,fa1d60_0ca2eb7390584d5d887f0311fb3ed940~mv2.png,Léttvínspakki frá Borgo Molínu;Borgo Molino Rauðvín;All collections;Borgo Molino;Rauðvín,,Vinsælt,2990.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>A RUBY RED COLOUR, IT HAS A DELICATE, ELEGANT FRAGRANCE WITH HINTS OF RASPBERRIES, STRAWBERRIES AND ROSE PETALS. IT IS HARMONIOUS AND LINGERS ON THE PALATE, WITH DRY END NOTES.</p>
",RECOMMENDED,"<p>COMBINATION WITH FOOD: RECOMMENDED WITH ROAST WHITE MEAT, SMALL GAME AND MATURE CHEESE.</p>
",HIGLIGHTS,"<p>GRAPE VARIETY: PINOT NERO</p>

<p>PRODUCTION AREA: TREVENEZIE</p>

<p>SERVE AT: 14-16 °C</p>

<p>ALC. 12,5% VOL</p>

<p>ML. 750</p>

<p>COD. 65</p>
",,,,,,,,,,,,,
product_2b3d96b7-fddc-a825-b1d9-89b99b3468d6,Product,SERNA ROSSO I.G.T.,<p>&nbsp;</p>,fa1d60_af39775d963b432ca4c0bffd11de8862~mv2.png,Léttvínspakki frá Borgo Molínu;Borgo Molino Rauðvín;All collections;Borgo Molino;Rauðvín,,Hæstu gæði,4690.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>WINE WITH INTENSE VIOLET COLOR WITH LIGHT GRANATE SHADES. THE FRUITY FRAGRANCE IS INTENSE AND COMPLEX, WITH LIGHT NOTES OF MEDITERRANEAN SPICES. WINE OF GREAT SOFTNESS AND STRUCTURE. WITH VERY FRUITY TASTE. THE ÉLEVAGE IN SMALL WOODEN BARRELS EXALTS AROMATIC COMPLEXITY BY DONATING NOTES OF LIQUORICE AND CINNAMON.</p>
",RECOMMENDED,"<p>RECOMMENDED COMBINATION WITH FOOD: THE HARMONY OF THE BODY IS EXALTED BY BRACES MEATS, BAKED AND CHEESES SEASONED. WE RECOMMEND THAT THE BOTTLE BE OPENED AL LEAST AN HOUR BEFORE SERVING.</p>
",HIGHLIGHTS,"<p>GRAPE VARIETY: REFOSCO, MERLOT AND CABERNET SAUVIGNON</p>

<p>PRODUCTION AREA: TREVENEZIE</p>

<p>SERVE AT: 18-20 °C&nbsp;</p>

<p>ALC. 15% VOL</p>

<p>ML. 750</p>

<p>COD. 78</p>
",,,,,,,,,,,,,
product_41601583-c742-ac13-b9d1-8fffa2c99698,Product,MERUM ROSSO D.O.C.,<p>&nbsp;</p>,fa1d60_46761cb654cc496f9bf4bfc27b7399c5~mv2.png,Léttvínspakki frá Borgo Molínu;Borgo Molino Rauðvín;All collections;Borgo Molino;Rauðvín,,,3990.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>DEEP RED COLOR WITH LIGHT GARNET HUE. ITS BOUQUET IS COMPLEX AND SPICY WITH THE CLEAR SCENT OF VANILLA AND BLACK PEPPER.</p>
",RECOMMENDED,"<p>RECOMMENDED COMBINATION WITH FOOD: ITS AUSTERE BODY IS ENHANCED BY ROAST MEAT AND AGED CHEESES.WE RECOMMEND THAT THE BOTTLE BE OPENED AL LEAST AN HOUR BEFORE SERVING.</p>
",HIGHLIGHTS,"<p>GRAPE VARIETY: MERLOT AND CABERNET SAUVIGNON</p>

<p>PRODUCTION AREA: VENEZIA</p>

<p>SERVE AT: 18-20 °C&nbsp;</p>

<p>ALC. 13,5% VOL</p>

<p>ML. 750</p>

<p>COD. 76</p>
",,,,,,,,,,,,,
product_b847b2e3-a563-adbb-6c7e-0a27ca0d284c,Product,CABERNET SAUVIGNON D.O.C.,<p>&nbsp;</p>,fa1d60_fb0339739f654e7c99bbc28d8f15a07c~mv2.png,Léttvínspakki frá Borgo Molínu;Borgo Molino Rauðvín;All collections;Borgo Molino;Rauðvín,,Vinsælt,3090.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>DEEP RUBY-RED WINE WITH A BOUQUET THAT IS DELICATE SCENT OF FRESH CUT GRASS, AMPLE AND SUBTLY RICH. DRY AND FULL ON THE PALATE WITH A LONG-LASTING, PLEASANT AFTERTASTE.</p>
",RECOMMENDED,"<p>RECOMMENDED COMBINATION WITH FOOD: EXCELLENT WITH ROASTED MEATS, FOWL, GAME AND HARD CHEESES.</p>
",HIGHLIGHTS,"<p>GRAPE VARIETY: CABERNET SAUVIGNON</p>

<p>PRODUCTION AREA: VENEZIA</p>

<p>SERVE AT: 16-18 °C</p>

<p>ALC. 13% VOL</p>

<p>ML. 750</p>

<p>COD. 61</p>
",,,,,,,,,,,,,
